u_apercor	g_apercor	r_apercor	i_apercor	z_apercor	y_apercor
23.3891	23.2612	23.1195	22.8698	22.3726	22.2073
24.5117	24.3866	24.2842	23.9362	23.5009	23.4042
24.5640	24.3145	24.1923	23.9484	23.6771	23.4052
24.8196	24.6617	24.2675	23.7719	23.4908	23.6969
23.8995	23.7700	23.3238	22.8189	22.6753	23.0421
26.4154	24.8430	23.4329	22.1803	21.7628	21.6435
25.3454	24.6451	23.9919	23.8057	23.5833	23.5376
25.9158	25.3406	24.1483	23.0762	22.2161	21.9774
23.5932	23.4003	22.7787	22.3376	22.2000	22.4172
24.4310	24.3734	23.9212	23.6389	23.9753	23.5380
24.5723	24.3776	23.9305	23.5204	23.0124	22.6046
24.0116	23.7520	23.4341	22.9878	22.6235	22.5362
27.0438	25.3631	23.9439	22.8585	22.5096	22.2760
24.8992	24.4588	23.5846	22.9847	22.8251	22.6322
23.9498	23.8066	23.1843	22.9898	23.0873	24.2728
24.2813	24.1049	24.0009	23.7326	23.5500	23.0845
24.6204	23.9125	23.1005	22.7211	22.5396	22.6706
23.8195	23.8021	23.7744	23.4729	23.2289	23.3888
24.6753	24.6024	24.4885	23.9949	23.7975	23.6689
24.6230	24.5012	24.2532	23.6848	23.4677	23.5252
24.7121	24.1670	23.1499	22.7384	22.5831	22.3451
24.8001	24.3251	23.5976	22.8876	22.6867	22.6587
24.5367	24.3910	24.0146	23.4566	22.9100	22.8113
23.9627	23.8248	23.5245	22.8703	22.5164	22.4427
24.2920	24.0291	23.5206	22.9060	22.5398	22.2742
24.5795	24.3800	23.9149	23.2422	23.0467	23.1781
24.7358	24.4909	23.8958	23.3829	22.7663	22.3930
23.4743	22.1813	21.2368	20.7418	20.5005	20.4492
26.6931	24.8259	23.3221	22.1034	21.7044	21.4476
26.4171	25.1051	23.7587	22.6351	22.2588	22.0145
23.8391	23.2630	22.4483	21.6036	21.2575	21.5940
24.9435	23.9676	22.9280	21.8985	21.5346	21.3855
24.1525	23.8715	23.2993	22.5000	22.1456	22.1479
22.9516	22.9687	23.0563	23.0295	22.9642	23.0285
22.4193	21.3449	20.8639	20.6146	20.5193	20.4126
24.7956	24.3344	23.4980	22.7009	22.1265	21.8596
23.5185	23.3301	22.8775	22.2819	22.1369	22.2267
24.7186	24.1562	23.1577	22.2796	21.9747	21.9568
23.6693	23.3194	22.7573	22.1223	21.4155	21.0806
23.2795	22.6679	22.2041	22.0458	21.9469	21.8888
24.1826	23.1667	22.6836	22.4811	22.3890	22.4926
21.1754	21.1068	20.7333	20.3403	19.7026	22.3228
23.3663	23.2382	22.9433	22.3512	22.1613	22.7686
23.2768	22.7045	22.1234	21.4821	21.2753	21.2329
22.8453	21.9925	21.4412	21.1812	21.1042	21.3821
25.7304	24.8014	23.7172	22.7626	22.4733	22.1984
23.2508	23.1824	22.8674	22.5329	22.2190	22.8824
25.2173	24.4324	24.1011	23.8586	23.7790	23.7149
24.1806	24.1476	24.1337	23.9367	23.6168	23.5554
24.3277	24.1456	23.7526	23.2424	23.0102	23.1652
22.8892	22.5220	21.8481	21.6061	21.5251	21.3998
24.2108	23.8436	23.5232	23.1336	22.8067	22.2566
23.2285	23.0238	22.5610	21.9742	21.5179	21.4272
23.4623	23.2043	22.5719	22.1709	22.1409	22.2656
24.2563	22.4500	20.9448	19.7013	19.2582	19.3694
23.7212	22.5353	21.6343	21.1779	20.9740	20.8328
25.4295	24.7454	23.4289	22.2307	21.5990	21.4870
24.4117	23.8555	23.0049	22.1326	21.5914	21.3076
24.8476	24.1409	23.4310	22.4835	22.1562	21.9012
23.2679	22.8067	22.2732	22.1447	21.9345	21.9870
23.7694	23.2600	22.1676	21.0312	20.3520	20.1803
24.1953	23.5244	22.5881	22.0437	21.8183	21.6730
24.1704	23.8933	23.1290	22.9367	22.8807	22.6932
23.5141	23.2995	22.7033	22.5338	22.4801	22.6003
24.5976	24.4123	23.9371	23.4119	23.2744	23.2506
23.5236	22.7571	22.2444	22.0173	21.9522	21.8888
24.6542	24.4784	24.1407	23.4632	23.2242	23.0508
23.6899	23.5533	23.2605	22.9454	22.4736	22.1323
23.2632	22.5025	22.2068	22.0624	22.0615	22.0587
24.6248	24.3756	23.9121	23.1704	22.8193	22.6342
23.8056	22.6403	21.3387	20.7131	20.3783	20.1912
22.0196	21.2202	20.7751	20.5665	20.4583	20.4990
22.9892	22.6216	21.8145	21.4921	21.3916	21.1409
23.7478	23.8114	23.5664	23.2786	23.6117	23.2090
24.3738	24.2445	23.9845	23.4024	23.0524	23.0163
23.6995	23.5953	23.4304	23.1287	22.7071	22.5303
23.9916	23.8455	23.5860	23.2400	22.7021	22.5569
24.5676	22.8721	21.3689	20.1153	19.7241	19.6374
24.6087	24.2353	23.3598	23.0253	22.9591	22.8272
23.4305	23.2470	22.7979	22.2675	22.1188	22.1420
22.9119	22.0902	21.5724	21.3675	21.2698	21.2314
24.0666	23.7377	22.9916	22.5421	22.4728	22.3852
23.5128	23.1975	22.7840	22.2897	21.9909	21.8898
20.3854	20.1773	19.8686	19.5808	19.5415	19.4575
24.1903	22.9430	21.5329	20.2898	19.8790	19.6859
24.2304	24.0112	23.9310	23.7500	23.5989	23.1976
23.6569	23.5016	23.1881	22.5560	22.2402	22.0454
23.5010	22.9290	22.1429	21.3361	21.0776	20.8499
22.8933	22.5610	21.8866	21.4718	21.3812	21.2196
23.4491	22.9095	22.1577	21.3254	21.0498	20.9188
25.3094	23.1878	21.6329	20.3867	19.9937	20.0346
24.5679	24.4151	23.8467	23.3034	23.5779	23.2736
24.5753	22.9671	21.4756	20.2072	19.7463	19.7283
25.5550	23.5586	22.0357	20.8368	20.4522	20.2476
25.1935	24.5653	23.5475	23.1378	22.9065	22.6959
23.8122	23.2355	22.4911	21.7840	21.5893	21.4048
24.0324	23.2518	22.6128	22.3520	22.1685	22.1863
24.2517	23.9020	23.2130	22.6658	22.3042	22.1232
23.7325	23.6171	23.1280	22.6825	22.5731	22.6122
23.9808	23.6266	23.1075	22.4240	22.2359	22.1591
22.5099	22.2635	21.5798	21.3216	21.2658	21.1579
22.9561	22.7918	22.5568	22.2607	21.8985	21.8650
24.1359	23.7999	23.0988	22.7396	22.6362	22.3230
23.5542	23.3335	22.7374	22.0263	21.2732	21.1367
24.4342	24.1782	24.0499	23.8802	23.6546	23.5678
24.5175	24.2060	23.8314	23.0776	22.9134	23.1416
23.6018	23.4763	23.3912	23.2961	23.0409	22.7941
24.8709	24.6382	24.1210	23.4043	23.2277	23.3032
25.5212	24.5670	23.5968	22.6539	22.3161	21.9989
23.3854	22.5145	21.6595	20.8880	20.5496	21.1051
24.7285	24.6579	24.4412	23.8569	23.4727	23.2622
20.6117	20.3749	19.9455	19.8568	19.7487	22.5776
23.9373	23.8081	23.2678	22.7541	22.6594	22.7357
25.2118	25.2127	25.0453	24.4653	24.1843	24.3780
22.8102	22.4965	21.9794	21.1853	20.9165	21.5392
25.2207	24.5373	23.9921	23.7985	23.7104	23.9504
25.1837	24.5765	23.8028	22.9327	22.6775	22.3978
23.5765	23.4065	22.7749	22.5050	22.5961	22.7310
23.7275	23.5844	23.4164	22.9704	22.7843	22.5957
23.2574	23.0425	22.6554	22.0236	21.8589	22.1699
23.5525	22.6960	22.0943	21.8175	21.6949	21.6286
23.3237	23.0619	22.3852	22.1468	22.1124	22.1649
26.3796	25.5293	24.2954	23.2019	22.3936	22.0525
24.1462	23.9161	23.2090	22.8818	22.8702	22.7457
25.6118	24.8856	23.8717	23.2524	22.9821	22.7696
23.9274	23.8390	23.6578	23.3799	22.8381	22.6773
24.9104	24.1886	23.4718	23.2510	23.1506	22.8567
24.5734	24.5465	24.1262	23.7286	23.1547	22.8737
26.3664	24.9343	23.2584	22.1007	21.2792	21.1189
23.4838	23.2491	22.7577	21.9757	21.5824	21.5027
24.7037	24.3909	23.7531	23.1718	23.0363	22.9079
25.8075	25.0322	24.2268	23.4051	23.0477	22.9797
24.8916	24.8500	24.5708	24.0137	23.5720	23.3373
23.3034	22.8954	22.3202	21.5595	21.3646	21.1421
23.5547	23.5165	23.4703	23.1300	22.8293	22.7101
22.3979	21.6172	21.2819	21.1176	21.0983	21.1600
24.9629	24.6519	23.8129	23.4930	23.4907	23.2591
24.9375	24.5135	23.8502	23.1605	22.9426	22.8153
24.1863	23.8533	23.0290	22.7145	22.6346	22.4862
24.8367	24.5347	23.7785	23.3844	23.3609	23.1918
23.9817	23.0977	22.7121	22.4946	22.4400	22.3336
23.4451	23.3921	23.1453	22.7439	22.5262	22.6203
24.5561	24.3795	23.9003	23.3577	22.9129	22.6461
24.0865	23.6847	23.1081	22.3906	22.1977	22.2010
25.6052	24.7619	24.0768	23.7320	23.5308	23.6122
24.1736	24.0201	23.7401	23.0310	22.8147	23.0233
26.0267	24.9351	23.6939	22.5636	22.1715	21.9749
23.5099	23.0041	22.3130	21.4443	21.0466	21.6407
24.5456	23.9773	23.2467	22.4121	22.1580	21.9545
25.1366	24.5707	23.9355	24.0990	24.2095	24.6692
24.2994	23.8843	23.0988	22.7368	22.6624	22.8977
23.6763	23.5666	23.2794	22.9002	22.4305	22.2980
24.0503	24.0106	23.9911	23.6544	23.4434	23.3482
26.9087	25.0913	23.5372	22.2123	21.7228	21.4888
23.5752	23.2925	22.8642	22.2163	21.9192	22.0670
24.5577	24.4791	24.3209	23.8650	23.5132	23.5580
24.3913	24.3060	24.0912	23.4313	23.2197	23.2665
23.4065	22.7537	21.7622	21.4011	21.2177	21.1187
23.6795	23.1865	22.4531	21.7999	21.6029	21.4277
24.3978	24.0325	23.4190	22.6100	22.0200	21.7385
25.3051	24.0975	23.0020	21.9385	21.5720	21.4587
23.8692	22.6271	21.3696	20.8216	20.5502	20.4387
25.2339	24.6520	23.7498	23.1436	22.9705	22.6951
23.9005	23.3312	22.6873	22.6355	22.4726	22.4603
23.6960	22.8077	22.1069	21.8567	21.7051	21.6484
22.8487	22.2267	21.5114	21.3013	21.1455	21.0588
24.0387	23.7173	23.1769	22.5221	22.3518	22.2220
23.0495	22.2926	22.0331	21.8856	21.8734	21.8932
24.8185	24.0887	23.5782	23.3471	23.2346	23.0902
23.5690	22.7611	21.5685	21.0566	20.8321	20.7303
22.0589	21.2801	20.8968	20.6827	20.6536	20.6110
23.1683	22.3975	21.4645	20.4265	20.0846	19.9897
24.0456	23.8011	23.3009	22.7355	22.4620	22.5483
24.2840	24.0339	23.4008	23.0711	23.0503	22.9945
23.4767	22.8655	22.3384	22.1643	22.0296	22.0476
23.5256	22.8632	22.0618	21.1648	20.8802	20.5780
21.9422	21.5593	21.0819	21.1081	20.9603	21.0332
25.4171	24.5094	23.4719	22.4049	22.0269	21.7614
25.1142	23.4636	22.1819	21.6663	21.4314	21.2893
23.6765	22.4610	21.3084	20.2053	19.8396	19.5796
21.8446	20.2380	19.1138	18.6471	18.4258	18.3754
25.0612	24.8340	24.4727	23.7261	23.5355	23.3930
21.5908	20.6633	19.8046	19.3903	19.1689	19.1098
26.6253	24.7464	23.2018	21.9328	21.4907	21.2632
24.1119	23.8013	23.4187	22.8056	22.5691	22.6298
22.6979	22.3388	21.8000	21.0536	20.8715	20.7737
24.3897	24.1575	23.5147	22.8734	22.7395	22.8326
25.9136	23.7138	22.1668	21.0427	20.6708	20.5086
23.2366	23.1157	22.9821	22.7926	22.3906	22.3263
19.9435	18.3295	17.2561	16.8629	16.5988	16.6751
25.1728	24.3770	23.8090	23.5523	23.4891	23.4808
24.4412	24.1177	23.3933	22.9136	22.8287	22.8400
23.1939	22.9716	22.5184	21.8663	21.7173	21.6375
24.6799	24.5503	24.3778	23.9357	23.7080	23.5889
22.5728	21.3631	20.4764	20.0104	19.8040	19.6574
21.2923	20.7501	19.9643	19.6840	19.5040	19.2439
23.4095	22.6225	22.1361	21.9387	21.8129	21.7126
23.8029	22.1499	20.7787	19.7204	19.3450	19.4613
22.6954	21.2389	19.8396	19.1171	18.7563	18.8040
23.1617	23.1048	23.0309	22.8608	22.4839	22.5093
25.2520	23.8874	22.7045	21.7248	21.3720	21.1675
22.7098	21.9931	21.4425	21.2297	21.0925	21.1669
23.1443	21.5565	20.4423	19.9620	19.7342	19.5733
21.8905	20.8753	19.9272	19.4856	19.2629	19.1640
24.8909	24.4552	23.9063	23.2568	23.0599	22.9087
24.3242	23.9828	23.2072	22.7131	22.6010	22.6225
24.2248	23.5669	23.0478	22.8461	22.7558	22.7280
25.5451	24.7580	24.2265	23.9887	23.9082	23.9879
24.9022	24.8474	24.7443	24.4447	24.0388	23.9137
24.6267	24.3579	23.8266	23.1114	22.7536	23.0713
24.1576	23.9591	23.5355	23.0919	22.5016	22.4116
23.3711	23.2011	22.8856	22.5430	22.0707	21.9543
25.6686	25.7112	25.3327	24.9414	24.6467	24.9745
23.8334	23.0776	22.2618	21.3016	20.9591	20.8067
22.4209	22.3230	22.1834	21.9111	21.7060	21.6035
23.4436	23.1008	22.3602	22.1212	22.0016	21.7362
22.7385	21.2326	20.2743	19.8206	19.5950	19.7044
25.1130	24.4447	23.9634	23.7918	23.7686	23.8805
23.6061	23.5291	23.4959	23.2880	22.9166	22.9227
24.6236	24.4000	24.2722	24.0959	23.6912	23.4551
24.3166	24.1547	23.8054	23.3543	22.9762	23.2154
24.8261	24.6060	24.2322	23.5407	23.3436	23.3104
23.6948	23.7094	23.6967	23.3381	23.2202	22.2746
24.3252	24.0680	23.6042	23.1174	22.8925	22.8572
25.9550	24.3500	22.8789	22.0522	21.6862	21.4535
23.8090	23.1798	23.1442	22.9768	23.0673	23.0725
25.7083	24.8310	23.7499	23.3739	23.1994	23.1499
24.8706	24.0132	23.3424	23.0472	22.9141	23.0094
24.4462	23.9485	23.5431	23.4718	23.3530	23.3832
24.5271	24.1555	23.5179	23.0560	22.9136	22.7862
25.4680	25.2709	25.0410	24.4677	24.1555	23.7739
23.6956	23.6072	23.3920	22.8194	22.6679	22.6267
23.6140	23.3162	22.7220	22.1823	22.0597	22.1755
25.1446	24.6353	23.8584	23.5945	23.5180	23.2572
23.9703	23.9354	23.8012	23.3320	23.0609	22.8429
24.4628	24.0803	23.8763	23.4807	23.2277	22.6079
23.9937	23.0617	22.3818	22.0326	21.8474	21.8841
24.2457	24.0804	23.5390	23.1003	22.4917	22.1746
27.4797	25.5115	23.9610	22.7954	22.3928	22.0926
23.1950	22.3341	21.2145	20.6755	20.3710	20.1567
23.9660	23.8854	23.7338	23.4509	23.0122	22.9339
23.1421	22.5186	22.0264	21.8824	21.7770	21.9454
24.0215	23.8555	23.5019	22.9309	22.5128	22.3977
22.9103	22.6868	22.3198	21.7114	21.5292	21.5023
23.7789	23.6106	23.0817	22.6030	21.9952	21.8198
24.2698	24.0772	23.8315	23.5205	22.9560	22.7506
24.5573	23.7235	22.7559	21.7759	21.4240	21.2239
26.0469	23.8495	22.3440	21.2887	20.8732	20.6589
24.6043	24.3173	23.7891	23.2979	23.1143	23.1191
24.2575	23.5427	22.6188	22.1496	21.8372	21.7246
23.4372	22.6760	21.6057	21.0406	20.7717	20.5257
19.4736	18.8831	18.7969	18.6249	18.5902	18.5890
23.9287	23.2168	22.7067	22.5397	22.3935	22.4651
23.7458	23.3919	22.5839	22.2416	22.1045	21.9622
21.7562	20.2149	19.1706	18.7416	18.5475	18.3635
23.4489	22.6937	22.1340	21.8715	21.7427	21.7420
23.3999	23.0048	22.4402	21.6850	21.5087	21.2882
21.7769	21.0964	20.7747	20.6114	20.5435	20.3976
22.5943	22.2219	21.6710	21.2210	21.0753	21.0808
24.7957	24.6015	23.8433	23.5524	23.5460	23.5647
23.3462	23.1680	23.0876	22.9908	22.9111	22.6999
22.2824	22.1037	22.0740	22.1046	22.1010	22.2162
23.1317	22.9752	22.5724	22.0324	21.8925	21.9789
24.1938	23.9864	23.3877	22.7889	22.2090	21.9003
23.7369	23.5289	23.1978	22.5860	22.3948	22.3502
24.8342	24.4086	23.7647	23.0020	22.7417	22.5951
26.0431	25.2275	24.2023	23.4206	23.1367	23.1301
23.0340	22.7621	22.6164	22.4781	22.3162	22.1297
23.4483	23.1966	23.0880	22.8894	22.7580	22.2084
22.6229	22.0667	21.6682	21.5769	21.4740	21.6815
23.8353	23.0437	22.5078	22.3470	22.2449	22.2054
22.6233	22.4597	22.2749	21.7954	21.3924	21.0288
19.6140	18.9584	18.8306	18.7134	18.7072	18.5192
20.9698	20.4456	20.0696	19.9320	19.7574	19.7443
24.3224	23.8987	23.1502	22.4207	21.7128	21.2426
24.0518	22.5085	21.0870	20.3883	20.0650	19.9148
23.3038	22.8524	22.3226	21.5378	21.2942	21.3038
22.0241	20.5492	19.5187	19.0817	18.8330	18.6489
23.6494	23.5021	22.9280	22.5652	22.5591	22.5079
23.9090	23.0944	22.5346	22.2989	22.1849	22.1248
23.8867	23.7341	23.5808	23.0731	22.8508	22.5603
23.6623	23.4206	23.1427	22.4708	22.3034	22.2521
22.6306	21.4963	20.6146	20.1364	19.8353	19.7529
23.3469	23.1993	22.5727	22.3496	22.3295	22.1187
24.6503	22.8386	21.3290	20.5666	20.2472	20.2048
22.1817	21.7102	21.0107	20.7934	20.6536	20.6204
24.4722	24.3153	23.8409	23.3356	22.7597	22.7062
23.6315	23.4037	23.1246	22.8027	22.3913	22.0636
24.7721	24.4292	23.8163	23.0865	22.8823	22.7514
23.5416	22.7772	21.6400	21.0338	20.7368	20.4845
22.1389	21.5575	21.0901	20.9483	20.7769	20.8739
21.6812	21.0512	20.5713	20.3963	20.2392	20.2996
23.0796	22.7732	22.3690	21.7465	21.5631	21.5132
24.2668	23.6591	22.8738	22.0411	21.4790	21.2226
24.7384	24.4462	24.1959	23.9258	23.6004	23.4313
24.8218	24.6056	23.9940	23.5377	23.4450	23.4495
23.6168	23.4644	23.2547	22.4609	23.1785	22.0359
23.5526	23.3494	22.8274	22.3414	21.8165	21.6868
23.7869	23.3757	22.9275	22.2106	21.9827	21.8716
24.7696	24.4630	23.6903	23.1188	22.9885	22.7936
24.6099	24.0671	23.3425	23.0935	22.9483	22.8266
24.6501	22.8256	21.3919	20.5966	20.2689	20.2206
23.6866	23.4684	23.2051	22.6173	22.4108	22.2652
23.5603	23.4224	23.1471	22.7417	22.2384	21.9067
24.3966	24.1604	23.5937	23.1550	23.0927	23.1651
24.9289	24.6123	24.1156	23.5055	23.3098	23.3015
23.1676	22.5960	21.9633	21.3743	21.1673	21.1934
23.6086	23.3026	22.7595	22.1035	21.9439	22.3293
23.5277	22.5276	22.0504	21.8022	21.7154	21.5815
25.3384	24.8852	23.9641	23.6094	23.4967	23.2925
24.6224	24.4114	23.9598	23.3109	22.8128	22.5497
25.4005	25.2736	24.8302	24.1873	24.0101	23.8862
23.5587	23.4796	23.3854	23.1100	22.8448	22.7559
24.0128	23.7805	23.3954	22.7181	22.3665	22.2388
24.9091	24.0892	23.5292	23.2902	23.1633	23.1698
24.7769	24.5283	24.3380	24.0664	23.7628	23.1863
24.1397	23.5605	22.5698	22.0789	21.8171	21.6548
25.0778	24.8753	24.4152	23.8400	23.7026	23.5542
24.4218	24.1374	23.6222	23.3194	23.3584	23.1853
24.0412	23.8307	23.5250	22.8450	22.6659	22.6431
23.6995	23.2937	22.6074	22.1027	21.9631	21.7843
24.7085	24.3053	23.5097	23.1283	23.0420	22.7168
25.5150	24.2981	23.0784	22.1504	21.7960	21.4790
21.7660	21.0778	20.8589	20.7701	20.7075	20.8073
24.8899	24.3494	23.4870	22.5275	21.8188	21.4414
22.9537	22.3463	21.4116	20.9204	20.6928	20.4453
22.8234	22.0679	21.3087	20.5158	20.2747	20.0241
25.3402	25.1586	24.8582	24.1669	24.0501	23.6807
24.5158	24.4923	24.1489	23.8743	23.9978	23.6933
25.4791	23.6112	22.1483	20.9999	20.6318	20.4844
23.6476	23.0515	22.2135	21.1893	20.7133	20.4956
23.3623	23.2123	22.6598	22.3605	22.3479	22.2235
24.5521	23.9805	23.0164	22.5315	22.3594	22.2262
24.0749	23.2086	22.9326	22.7440	22.6662	22.6453
24.4031	24.1493	23.4814	23.0068	22.9453	22.9820
22.8140	22.1698	21.4836	20.6883	20.4097	20.1706
24.4383	24.2392	23.7514	23.2388	22.6586	22.3427
22.6162	20.9376	19.7053	19.2040	18.9604	18.7563
23.5006	23.0983	22.5394	22.2646	22.2388	22.1693
23.9137	22.7802	21.5795	20.6205	20.2874	20.2312
23.6475	23.2561	22.7925	22.0571	21.8135	21.6201
24.7973	24.7457	24.3271	23.8933	23.8059	23.9687
24.3226	23.9227	23.1959	22.6504	22.4955	22.3071
24.0496	23.9344	23.7852	23.5760	23.0748	22.8337
21.4343	20.8644	20.1161	19.7485	19.5252	19.0395
24.3097	24.1733	23.6822	23.2663	23.1605	23.3012
24.8207	24.0089	22.9428	22.3767	22.0577	21.7542
24.1703	24.0644	24.0074	24.0070	23.8316	23.2960
23.1530	22.9408	22.4885	21.9095	21.7780	21.6555
25.1508	24.2312	23.1863	22.4254	22.0770	21.8275
23.5695	23.4822	23.0361	22.7183	22.6870	22.6694
24.8645	24.1698	23.5697	23.2914	23.1699	23.2924
24.0578	23.7359	23.1340	22.6624	22.5599	22.5538
24.0956	23.4815	22.7947	22.6304	22.3589	22.6073
24.3254	23.9232	23.2940	22.9400	22.6332	22.6224
25.0673	24.1856	23.3942	23.0752	22.8822	22.8513
24.0528	23.5974	22.9279	22.7107	22.6644	22.5905
25.9859	25.6812	25.0480	24.8203	24.9091	24.5514
23.2592	22.9585	22.4964	21.9817	21.8076	21.7522
24.2235	24.0691	23.7132	23.2821	22.8718	22.8286
25.6855	24.7658	23.6826	22.6346	22.2160	21.9732
23.6069	23.3156	22.6193	22.3389	22.2480	22.1444
25.7053	24.1607	22.6099	21.2919	20.8081	20.5529
24.7231	23.7268	22.6233	21.5188	21.1532	20.9667
21.5000	21.4275	21.4388	21.2872	20.9192	22.9788
25.0894	24.8730	24.7932	24.7898	24.9764	24.7204
24.1462	23.9199	23.5094	22.7701	22.5485	22.5266
24.5410	24.1113	23.4991	22.8175	22.6391	22.5685
24.3161	23.5414	22.9856	22.7206	22.6894	22.6169
22.7639	22.1954	21.7208	21.5897	21.4468	21.4923
23.3317	22.5322	21.8982	21.6345	21.4864	21.4594
23.9051	23.2212	22.4729	21.6708	21.1763	21.1056
27.2670	25.8891	24.5598	23.4510	22.5025	22.0618
23.4303	23.2477	23.0346	22.7747	22.4003	22.0577
24.1939	24.0889	24.0214	23.8123	23.3160	23.2159
25.4919	24.6595	24.1540	23.9286	23.8044	23.8107
23.8589	23.6819	23.3834	23.0562	22.5780	22.8050
21.5243	20.9722	20.0979	19.7693	19.5766	19.5116
24.2664	24.1200	23.9028	23.2309	23.0267	23.0640
24.7523	24.2200	23.7205	22.9028	22.6623	22.8222
22.8017	22.2428	21.4714	20.9402	20.7079	20.4490
21.7355	20.8105	19.9406	19.5253	19.1761	19.1545
23.3081	23.1463	22.9428	22.6798	22.2038	22.1598
24.1705	23.6806	23.0149	22.7058	22.5498	22.5213
23.4040	23.2542	22.9046	22.2166	21.9010	21.7327
25.3123	24.7694	23.9474	23.6358	23.4630	23.3148
23.5067	22.9591	22.3724	21.7813	21.5610	21.3948
23.4033	22.8339	21.9960	21.0245	20.4773	20.2240
25.8751	24.5187	23.1767	22.5190	22.1920	21.9638
24.2313	22.1807	20.6525	19.8233	19.4949	19.4539
24.5758	23.9814	23.2638	22.4619	22.2223	22.1086
23.5899	23.0421	22.3656	21.5297	21.2808	21.1329
24.9500	24.1756	23.7567	23.5820	23.5631	23.5535
24.3515	24.2115	23.8761	23.4995	22.9618	22.8126
23.6371	23.2567	22.5836	22.3553	22.2933	22.2442
25.4820	24.6454	23.2181	22.0438	21.4147	21.5092
26.6543	25.3964	23.7535	22.4286	21.7858	21.5589
23.5308	23.3825	23.3140	23.2263	22.9047	22.8175
24.1163	23.8796	23.5699	23.2102	22.6451	22.5597
25.3548	24.4871	23.6785	22.6681	22.3213	22.1561
22.6203	22.5749	22.3720	22.0262	21.7175	22.6092
24.1593	23.9751	23.7818	23.5083	23.1379	22.9595
24.6245	24.4423	24.1055	23.7725	23.2262	22.9939
25.3579	25.2132	24.3113	23.6338	22.8958	22.6656
24.0051	23.5305	22.9396	22.2693	22.0700	21.9805
23.8217	23.4734	23.0203	22.8843	22.8593	23.4331
23.7054	23.6045	23.2349	22.8575	22.7070	22.8013
25.3490	25.1133	24.2988	23.6163	23.0533	22.4991
25.1292	24.4771	23.5896	23.0073	22.8191	22.7071
26.1047	25.0181	23.8615	22.8791	22.4305	22.1772
24.8704	24.2011	23.5580	23.3561	23.2078	23.2269
25.5064	24.8021	23.8459	22.8753	22.4976	22.1839
24.5413	24.4079	24.3281	24.0731	23.6396	23.7328
25.9544	25.6902	25.0479	24.3044	23.4480	23.1276
24.5220	23.7747	22.8522	21.9333	21.5593	21.4006
24.5853	24.1004	23.4425	22.6108	22.2191	22.0035
24.3423	24.1117	23.7292	23.0350	22.8095	22.8025
25.5969	25.3443	24.8959	24.7865	24.8512	24.0124
24.5744	24.3269	23.8381	23.1812	22.9511	22.9670
25.2234	24.8224	24.1466	23.8521	23.7781	23.5714
23.4211	23.2460	22.8091	22.3632	21.8140	21.8068
24.0776	23.9653	23.8676	23.7535	23.4512	23.2235
23.6879	23.5051	23.0503	22.6104	22.0326	21.8161
24.4714	24.3389	24.1791	23.9404	23.4691	23.1183
24.2854	24.1553	24.0603	23.8334	23.2885	23.1711
24.3551	23.9197	23.3589	23.0628	22.8698	23.1010
24.4993	24.3514	24.0893	23.5230	23.2305	22.9468
23.4671	23.3380	23.0110	22.6127	22.1087	21.9528
25.2638	24.3922	23.1025	22.0577	21.3195	21.4378
25.3681	24.4092	23.2638	22.6739	22.3550	22.3186
24.7172	24.4373	23.9166	23.3943	23.2760	23.3113
25.1588	24.0692	23.5854	23.3869	23.3413	23.3152
23.3772	22.9827	22.2559	21.8380	21.7146	21.6323
24.6096	23.9159	23.2991	23.0911	22.9166	22.9295
25.4907	25.3686	25.0626	24.5039	24.3347	24.2539
25.9060	25.6688	25.1636	24.4205	24.3162	24.2410
23.7712	23.6567	23.5093	22.8773	22.7252	22.8869
24.7744	24.1470	23.7076	23.1377	22.9403	23.1085
23.9856	23.8221	23.5592	23.2784	22.8004	22.6122
24.3982	23.9367	23.7548	23.6593	23.4545	24.2661
25.3835	24.5982	23.6695	22.9581	22.7243	22.6413
24.6937	24.2191	23.4896	23.2215	23.1228	23.0008
24.8487	24.6524	24.0842	23.5179	23.3655	23.2953
24.9289	24.7677	24.5957	24.3684	23.8740	23.7011
23.9094	23.7871	23.7534	23.6764	23.3911	23.0850
24.3105	24.1456	23.8342	23.2019	22.8604	22.6323
24.1205	23.8624	23.3248	22.7963	22.2578	22.0216
23.8350	23.7165	23.4895	22.9507	22.6365	22.5481
24.7368	24.0748	23.5589	23.3841	23.2816	23.4038
23.8050	23.5382	22.9486	22.4046	22.2285	22.2341
24.8200	24.4869	24.0400	23.2151	22.8854	22.7792
23.4972	23.2306	22.8348	22.4600	21.9517	21.7179
23.6095	22.2471	21.2137	20.7095	20.4270	20.4155
24.9089	24.5548	23.8124	23.1747	23.0518	23.0714
25.0364	24.3494	23.7493	23.5255	23.3760	23.4590
23.9057	23.5469	23.1085	22.3536	22.0998	22.0185
23.4073	23.0782	22.4506	21.8941	21.7646	21.7335
23.4489	22.9354	22.3355	22.2124	22.0439	22.0981
23.0997	22.5642	21.9546	21.1664	20.9240	20.7749
23.5608	23.2521	22.8556	22.1998	22.0027	21.9787
24.4877	24.3500	24.1571	23.7819	23.4573	23.4344
25.2963	24.6818	23.7367	23.4246	23.2654	23.1450
24.2556	23.9958	23.4304	22.9161	22.3942	22.1329
24.4109	24.2762	24.1309	23.8817	23.5014	23.3477
24.2653	23.9790	23.2848	23.0017	22.9148	22.5844
