u_apercor	g_apercor	r_apercor	i_apercor	z_apercor	y_apercor
25.9474	25.5072	24.9082	24.3378	24.1290	24.2244
25.7470	25.7736	25.5333	24.9652	24.5869	24.7353
23.2089	23.1090	23.0069	22.5939	22.4485	22.1447
23.8585	23.7182	23.2052	22.4989	21.9922	22.1149
25.0735	24.5833	23.7618	23.4611	23.3590	23.3043
24.9389	24.7917	24.5328	23.8094	23.6217	23.6450
24.3063	24.0406	23.8803	23.6665	23.3533	22.8753
24.3903	24.2571	24.0077	23.4643	23.1320	22.9252
28.9094	25.3371	23.7866	23.1801	22.7166	22.6101
24.3402	24.1630	23.6360	23.1204	23.0671	22.9800
24.6771	24.3117	23.5038	23.2113	23.1795	22.9784
23.6113	23.3451	22.6246	22.3085	22.2239	21.9072
24.2381	24.1592	24.0631	23.9454	23.5148	23.3255
24.0552	23.5147	22.6682	21.6752	21.1974	21.1989
24.6431	24.2761	23.7227	23.5253	23.4867	23.4900
23.2832	22.6337	22.1392	21.9784	21.8920	21.8503
24.1996	23.9159	23.3243	22.6272	22.0930	21.7755
25.1825	24.9853	24.3409	23.7632	23.6592	23.5758
26.5991	25.2786	23.6505	22.3514	21.7235	21.4623
25.0057	24.7514	24.0559	23.1011	22.3503	22.0209
23.8149	23.4737	22.8005	21.9151	21.5176	21.6625
23.8313	23.7145	23.6408	23.4684	23.0999	22.9015
24.4818	24.1874	23.4084	23.1329	23.1811	22.9063
24.3586	24.2182	23.6056	23.2509	23.3068	23.2026
25.8505	25.0625	24.0676	23.0460	22.2760	21.9538
23.4428	23.0016	22.5062	21.7538	21.5788	21.5507
25.8598	25.3907	23.8751	22.5773	21.7623	21.4179
22.6648	22.2040	21.6571	20.9626	20.7986	20.5245
25.1850	23.8092	22.0823	20.8509	20.0639	20.0039
25.0990	24.5641	23.7220	22.6845	22.1843	21.8785
24.3975	23.9381	23.4131	22.6011	22.2795	22.0924
24.8900	24.4320	23.8310	22.9796	22.5638	22.3566
24.2276	24.0647	23.7152	23.1029	22.8549	22.8182
27.2774	26.1008	24.4027	23.2532	22.4677	22.0870
24.6570	24.1648	23.6001	22.9336	22.6874	22.5677
22.8060	22.3168	21.6529	21.5110	21.3684	21.3468
24.2629	24.0609	23.7285	23.1115	22.7186	22.5270
24.6489	24.4507	23.9552	23.4651	23.3411	23.3115
22.9316	21.9914	21.3670	21.0517	20.9329	20.8657
23.3616	23.1551	22.8084	22.0245	21.7765	21.7561
24.8342	23.5438	22.1082	20.8424	20.3438	20.1592
25.7588	24.5821	22.6578	21.3466	20.5646	20.4764
23.5577	22.9704	22.2616	21.9915	21.7575	21.7336
26.5286	24.6304	22.9627	21.6786	21.1051	20.8028
20.9485	20.1518	19.6446	19.4135	19.2728	19.2549
24.9285	24.7619	24.3677	23.7400	23.5025	23.3750
25.2465	24.6006	23.6889	22.6593	22.1371	22.0215
26.1410	25.0333	23.8531	23.1535	22.8648	22.6374
21.3820	20.3108	19.4940	19.0096	18.8096	18.6655
23.6388	22.9424	22.1970	21.3328	21.1077	20.8380
24.0693	23.9127	23.7422	23.1492	23.0106	22.8050
23.2901	23.1247	22.9311	22.7490	22.3495	22.2725
24.1488	23.8799	23.3722	22.3689	21.9826	21.7443
25.3299	24.7988	23.8785	23.3978	23.2492	22.9027
21.2358	20.7556	19.9435	19.6988	19.5375	19.4220
23.8927	23.2760	22.2227	21.1695	20.6740	20.5182
23.9029	23.2721	22.8641	22.7222	22.6806	22.5852
24.3627	22.8135	21.3025	20.0746	19.4690	19.4409
24.0348	23.9139	23.6050	23.0749	22.7388	22.5139
22.9324	22.4714	21.6574	21.3219	21.1606	20.8670
23.8071	23.3071	22.7317	22.0573	21.8632	21.7081
25.4946	25.0394	24.2321	23.3682	22.7809	22.4027
23.1140	23.1425	23.1899	22.9594	22.8235	22.5302
22.7476	22.0005	21.7375	21.5432	21.4897	21.3551
24.1462	23.3484	22.2681	21.6542	21.3350	21.0856
22.3795	21.7573	21.6065	21.4169	21.4511	21.2930
22.9281	22.3243	21.8693	21.7660	21.6613	21.7334
24.1606	23.9459	23.5284	22.8047	22.5883	22.4995
25.7163	24.2452	22.9142	22.0371	21.6935	21.5195
22.6519	21.7901	21.4903	21.2597	21.2381	21.2055
24.0358	23.5812	22.6214	22.2302	22.1113	21.9269
24.4405	24.2435	23.9161	23.3716	22.9713	22.7801
23.3672	23.3364	23.0057	22.6105	22.1252	21.9202
24.8537	24.2644	23.2139	22.1093	21.5196	21.3141
24.3332	22.4562	21.0788	20.3636	20.0367	20.3947
23.0020	22.8562	22.5898	22.0186	21.7454	21.5547
25.0257	24.3658	23.4161	22.8528	22.5692	22.3727
24.4577	24.3425	24.3200	23.8323	23.6993	23.3389
24.6510	24.3165	23.7263	23.0168	22.8555	22.7019
23.8023	23.4666	22.8299	22.5765	22.5618	22.3296
23.1857	23.1356	23.0380	22.5774	22.3314	22.0640
23.0223	22.8421	22.5135	22.1932	21.7108	22.3272
23.4375	23.2378	23.1551	22.9838	22.7851	22.4323
22.9818	22.3009	21.3802	20.9755	20.7431	20.6042
26.7234	25.4255	23.7384	22.4935	21.6720	21.8049
24.3052	22.9733	22.0102	21.6378	21.4524	21.2846
23.4259	23.3051	22.9877	22.1713	22.0432	21.9957
23.9173	23.6351	23.1766	22.6270	22.4208	22.3809
25.1783	24.5143	23.7056	22.7242	22.2479	21.9457
24.9665	24.6997	24.3372	23.5050	23.1878	23.1553
24.9225	24.7405	24.4652	23.7823	23.5026	23.2948
23.3918	23.2620	23.0513	22.6383	22.2920	22.1595
25.1619	24.9564	24.3028	23.8529	24.0217	23.7887
23.8097	23.7169	23.4668	23.0247	22.6658	22.5824
25.2785	24.7679	24.1899	24.0617	23.9363	23.8728
24.6668	24.4078	23.6346	23.2464	23.2468	23.0565
24.6679	24.2948	23.7592	23.4393	23.3801	23.1627
24.5248	24.3341	24.0054	23.5232	22.9567	22.6431
24.2227	22.7900	21.4045	20.5513	20.1372	20.0682
25.9389	25.6914	24.9000	24.6313	24.5902	24.5412
24.5162	23.9086	23.3665	23.1747	23.1305	22.9705
24.1274	23.4510	22.4850	21.6455	21.3126	21.5957
25.0139	24.3559	23.9490	23.8050	23.9431	23.8420
23.8839	23.6101	22.9519	22.4809	22.3515	22.4600
24.2695	23.7130	22.9109	22.5843	22.3801	22.1861
26.1545	25.1466	23.2650	21.9225	21.0161	20.6858
24.5209	23.7762	23.1374	22.8889	22.7479	22.6785
25.2193	24.5353	23.8004	23.5595	23.4403	23.2441
25.0625	24.6010	24.0385	23.2034	22.9153	22.5964
23.6090	23.3561	22.7347	22.5132	22.5224	22.3736
23.1416	22.9634	22.5498	22.1136	22.4571	21.7802
24.5955	24.3256	23.5357	23.1438	23.0436	22.7436
25.0281	24.0877	23.4577	23.2484	23.1074	23.0702
23.8520	23.5716	23.2189	22.8251	22.3427	21.8851
23.5790	23.4410	23.2633	22.8267	22.5772	22.2020
25.7107	23.9714	22.5689	21.6381	21.2649	21.1378
24.8638	24.3917	23.5725	23.3076	23.2102	23.1904
25.2086	25.0842	24.7795	24.5829	24.6224	25.0898
24.3730	24.2967	24.2412	23.9377	23.6801	23.3883
23.2504	22.8288	22.1280	21.9276	21.8386	21.8055
24.2490	23.8674	23.1808	22.5906	21.9179	21.4204
23.3931	23.2049	22.8555	22.2634	22.0570	21.9972
23.4270	22.7779	22.2251	22.0591	21.9413	21.9700
25.2002	24.3121	23.6840	23.4791	23.3350	23.1371
23.7388	23.3695	22.7031	22.2866	22.1368	22.0400
24.3463	24.1317	23.7310	23.1093	22.7023	22.4618
23.5322	23.2052	22.6598	22.4640	22.4092	22.8199
23.5226	23.3341	22.7522	22.5610	22.6261	22.2122
25.2107	24.5723	23.8755	23.6700	23.5603	23.5331
25.7629	23.9562	23.0711	22.5891	22.1851	22.1354
25.0932	23.8551	23.2669	23.0227	22.9665	22.8480
26.6097	25.5921	23.9392	22.6597	21.7866	21.4649
26.8902	25.7929	24.5497	23.3118	22.4367	21.7680
23.9258	23.2144	22.5807	22.2011	21.8500	21.3091
24.2773	24.0046	23.1883	22.3025	21.6778	21.5167
25.0028	24.6294	23.9011	23.1503	22.6350	22.3712
22.9743	22.7864	22.6850	22.5301	22.3778	21.9801
24.6422	24.3781	24.0533	23.2948	23.0485	22.9729
23.0542	22.4560	21.7099	21.4724	21.2671	21.2456
24.1899	23.9846	23.4272	22.9014	22.8045	22.7141
24.0496	23.2776	22.4430	21.9042	21.4381	21.7000
23.9984	23.7222	22.9831	22.6919	22.6163	22.3465
22.8032	22.2606	21.5786	21.3908	21.2674	21.1704
24.5615	23.2499	21.7805	20.5148	20.1116	19.8977
24.5731	24.2442	24.0114	23.5699	23.4485	23.3524
24.6696	24.1286	23.1962	22.7717	22.6656	22.3551
23.0775	22.3388	21.7321	21.4822	21.3392	21.3425
23.9412	23.3663	22.4596	21.9990	21.7807	21.4870
21.8834	20.4392	19.3564	18.8022	18.4423	18.4643
20.0381	19.3603	19.0486	18.9051	18.8272	18.6227
23.4720	22.0339	20.9889	20.5689	20.3710	20.2347
23.3694	22.5798	21.7614	21.0125	20.7371	20.4176
19.8771	18.4795	17.4143	17.0050	16.7076	16.6891
24.7658	23.8391	22.4909	21.2335	20.7566	20.4966
24.2767	23.9522	23.2399	23.0078	22.9302	22.6304
22.6160	22.2442	21.7195	21.0627	20.8132	20.9103
26.9796	25.8576	24.2231	23.0219	22.1555	21.7490
22.5680	21.9566	21.5645	21.4717	21.4490	21.3725
21.8273	21.3497	20.5970	20.3354	20.1504	20.0070
24.8692	24.3028	23.6236	22.8372	22.6281	22.4179
23.9483	23.6951	23.5314	23.2431	22.9730	22.7489
23.8786	23.2061	22.6947	22.4918	22.3474	22.3422
24.2266	24.1527	23.8581	23.3132	23.1108	23.0736
24.8680	23.7478	22.4012	21.2172	20.8214	20.6313
24.8231	24.6151	24.2834	23.6240	24.0837	23.5719
24.8217	24.4328	23.7201	23.4945	23.4001	23.2755
23.4573	22.5871	22.0944	21.8449	21.7522	21.6543
26.1767	24.2617	22.7459	21.8037	21.4090	21.1446
25.6703	23.6036	22.1426	21.0795	20.7407	20.4407
24.7330	23.5221	22.1552	21.3443	21.0209	20.8382
24.1527	22.2184	20.6721	19.7233	19.3853	19.2175
23.6119	23.1862	22.7062	21.9805	21.7584	21.5590
24.3256	23.8907	23.1347	22.8630	22.8108	22.8895
24.8309	24.5224	23.8801	23.4504	23.4251	23.3643
23.3316	22.4727	21.6156	21.1987	20.9132	20.7507
23.5040	23.3171	22.8915	22.5354	22.0970	22.0502
23.1954	23.0511	22.8068	22.4264	22.1171	21.9747
21.6961	20.6031	19.6455	19.2065	18.9926	18.8120
25.4374	23.3870	21.8641	20.8046	20.4322	20.1859
23.6347	23.5138	23.4384	23.1079	23.0366	22.3857
23.8735	23.2935	22.7354	21.9292	21.6785	21.4806
24.4404	23.7498	22.6602	21.5043	20.9907	20.7740
22.1655	21.8866	21.3764	20.9239	20.7362	20.3819
24.6219	23.7291	23.0109	22.7369	22.5723	22.3696
21.9875	20.5241	19.4331	18.8967	18.6148	18.4704
21.2437	19.7731	18.6469	18.1424	17.8590	17.7198
24.3176	23.7129	22.9884	22.7735	22.6376	22.4684
25.1618	24.5936	23.6569	22.6876	22.1285	22.0649
24.4235	24.2758	23.8512	23.4911	23.0442	22.7877
24.4516	23.9258	23.8850	23.7673	23.7359	23.7310
24.9196	24.8171	24.4383	23.9065	23.6972	23.7500
26.7033	25.3402	23.6146	22.3490	21.7063	21.4186
24.1851	23.9528	23.7372	23.4179	22.8912	22.7987
24.1784	24.0019	23.3574	23.0373	23.0087	22.9774
23.8934	23.5773	23.3013	23.0541	22.8686	22.7628
24.6666	24.2284	23.5236	22.9142	22.7549	22.6477
24.0925	23.8660	23.4939	22.9865	22.8267	22.4890
26.3919	25.4157	23.9757	22.7773	22.0907	21.6931
23.0107	22.6635	22.0326	21.5282	21.3051	21.8763
24.5141	24.2874	24.1508	23.9881	23.7752	23.4465
24.6411	23.8517	22.7418	21.6698	20.7798	20.1037
24.8825	24.3742	23.7485	23.6134	23.5126	23.4674
26.8488	25.8461	24.2826	23.0446	22.1107	21.5347
24.7336	24.3902	23.7846	22.9850	22.5716	22.2852
24.3502	24.0572	23.5126	23.3102	23.2764	23.2189
25.2624	24.5260	23.9964	23.8506	23.8303	23.7299
23.9198	23.8046	23.4640	23.1197	22.6269	22.4759
24.2955	23.9883	23.5544	22.8894	22.7004	22.7019
23.9694	23.8084	23.5554	22.8816	22.6441	22.3928
24.8830	24.7884	24.7862	24.6145	24.3427	24.1194
24.3327	24.2049	23.6886	23.1277	22.6285	22.2610
26.0520	25.5107	24.8518	23.9912	23.6995	23.4719
24.9444	24.5134	23.9193	23.3595	22.9363	22.6865
24.8755	24.2561	23.5325	23.3498	23.1804	23.1980
27.5722	25.9985	24.2233	22.9946	22.1478	21.6900
26.4127	25.1590	23.6243	22.4908	21.7370	21.7485
22.8695	21.9017	21.6028	21.4591	21.4250	21.3765
24.0896	23.9154	23.7447	23.3314	22.8256	22.2954
24.7515	24.5774	24.2474	23.5094	23.2939	23.2037
25.1515	24.3584	23.7679	23.5061	23.3029	23.3020
25.2693	24.2956	23.6243	23.3815	23.2306	23.4250
23.7997	23.7157	23.6402	23.4813	22.9495	22.6583
25.0816	24.3595	23.4746	23.0710	22.8474	22.8803
25.2136	24.1137	23.3442	22.9835	22.8127	22.6524
24.0127	23.8777	23.6427	23.3379	22.8374	22.6476
23.4902	22.6229	22.0723	21.8247	21.7217	21.5766
24.4938	23.8436	23.0875	22.8795	22.7059	22.6156
23.4044	22.8902	22.2133	22.0389	21.9050	21.5561
24.7119	23.8708	23.4524	23.2390	23.2390	23.1025
23.7721	23.7226	23.4958	23.1189	22.8700	22.8850
24.5323	24.1904	23.3624	23.1210	23.0690	22.8867
24.8619	24.5826	24.1360	23.5482	22.8022	22.4203
24.3745	24.2262	23.8924	23.2639	22.9909	23.0579
23.2685	22.6222	21.9196	21.7281	21.5873	21.7069
24.4444	24.1595	23.9087	23.4860	23.3508	23.3995
24.9440	23.2583	21.9112	21.3512	21.0912	20.8943
24.7488	24.6947	24.5399	24.1901	23.7472	23.7399
23.8110	23.7764	23.6363	23.0878	22.8762	23.0169
23.0708	22.7428	22.2080	21.5427	21.0531	20.7881
24.5492	23.7127	23.2231	22.9932	22.8974	22.7861
23.5045	23.2034	22.7304	21.9754	21.5416	21.2794
23.3898	22.6790	21.7413	21.3612	21.1442	20.9543
21.7949	21.1248	20.7289	20.6159	20.5715	20.5063
24.4077	24.3324	24.2608	24.1226	23.6291	23.6734
24.2498	23.7275	23.5223	23.3270	23.5242	23.4714
23.4397	22.9952	22.2600	22.0829	22.0308	21.9588
22.1271	21.3421	20.5051	20.1477	19.9451	19.8241
23.8705	23.6804	23.3621	23.0091	22.4906	22.2287
23.0620	22.6432	22.0521	21.2655	21.0192	21.0677
23.4383	23.2066	23.1158	22.9384	22.7702	22.3039
24.6503	24.3774	24.2056	23.8977	23.4934	23.1289
23.7948	23.7250	23.5972	23.0335	22.9139	22.9504
24.5103	24.2356	23.7984	23.0840	22.6967	22.5505
22.7810	21.1617	20.0041	19.5170	19.2792	19.0653
23.7018	23.2336	22.4548	22.1682	21.9922	21.7680
24.6036	23.9232	23.2549	23.0632	22.9004	22.8731
23.4466	23.2365	22.8977	22.2802	22.0043	21.6886
23.7435	22.6825	21.9272	21.5675	21.3994	21.2705
23.2194	23.0733	22.8822	22.6397	22.2210	22.1375
24.4125	23.9638	23.2362	22.9545	22.8928	22.5985
23.3290	22.8055	22.4242	22.3142	22.2909	22.4248
24.2778	24.1397	23.7777	23.1934	22.8403	22.4319
23.9850	23.4905	22.9138	22.7376	22.5543	22.5709
21.2831	20.7829	20.2821	20.1562	20.2325	19.7072
23.9290	23.7055	23.3405	22.6807	22.3360	22.0703
23.8451	23.6035	22.9291	22.5208	22.4734	22.3665
23.7206	23.3065	22.6222	22.2574	22.3754	22.3413
22.2964	21.4700	20.4801	20.0373	19.7551	19.5593
24.6334	24.1339	23.7263	23.7741	23.5964	23.6360
22.5362	21.9849	21.2764	21.0804	20.9284	20.8213
24.3188	24.0265	23.8784	23.6506	23.4959	22.9521
25.3734	24.6475	23.7324	22.7140	22.2340	22.0157
23.8982	23.3998	22.7009	21.7347	21.3153	21.1161
23.9194	23.6066	22.8247	22.4956	22.4164	22.1572
23.8566	23.6320	23.1964	22.4748	22.1462	21.8791
23.7227	23.4602	23.0257	22.1783	21.8871	21.7049
24.5909	24.4527	24.1981	23.4937	23.2703	23.1113
23.8530	23.5425	23.1219	22.3597	22.0919	22.0390
22.2044	21.3145	20.6789	20.3460	20.2025	20.0395
24.1676	23.6737	22.6269	21.5019	20.7241	20.3086
22.7700	22.5353	22.1145	21.6865	21.5288	21.5123
24.2263	24.1151	23.8686	23.1573	22.9863	23.0844
23.6284	23.5141	23.2940	22.8849	22.5544	22.3451
23.8250	23.2939	22.4329	22.0896	21.9361	21.7286
23.1875	23.0734	22.9814	22.7341	22.3919	22.2840
20.6654	20.0107	19.7702	19.6384	19.7298	19.5925
20.7877	19.8541	19.1337	18.7753	18.5616	18.5436
23.6552	23.2928	22.9168	22.1970	21.9932	21.9351
22.5292	22.3284	21.9769	21.3892	20.9725	20.6272
22.0687	21.5593	20.9516	20.7949	20.6029	20.8526
24.5883	24.2834	23.8785	23.3818	22.8589	22.4291
24.1782	23.8759	23.4410	23.1206	22.8846	22.3494
24.9585	24.5602	23.7382	23.0083	22.3052	21.8519
26.7080	25.5920	24.0764	22.8572	22.2740	21.9222
24.2489	24.1141	23.4999	23.1853	23.1376	23.1299
26.8840	25.1402	23.6273	22.4545	22.0278	21.6935
24.6039	24.1975	23.7464	22.9987	22.7218	22.5516
23.8123	23.7079	23.4571	22.9716	22.7931	22.7792
23.4001	22.8535	22.0846	21.4668	21.2480	20.9415
23.6262	23.3378	23.1539	22.7961	22.6339	22.6598
24.5049	23.7671	23.1469	22.9021	22.6991	22.7264
24.5803	24.2497	23.8919	23.2254	22.9539	22.8144
25.7225	25.3782	24.7516	23.9530	23.5118	22.9647
25.4924	24.8428	23.8767	22.8713	22.3368	22.1484
26.4753	24.6034	23.1174	22.3057	21.9431	21.6849
23.7629	23.0717	22.2774	21.9837	21.7606	21.6643
26.2858	25.2107	23.9282	22.7484	22.2596	22.0208
24.4694	24.1780	23.7817	23.7561	23.6570	23.7821
23.7451	23.4816	22.9934	22.3201	21.9156	21.7026
25.1017	24.6125	24.2149	23.7148	23.3641	22.9961
24.4209	24.2016	23.7800	23.1292	22.7553	22.4461
24.9675	24.7097	24.0262	23.7932	23.6957	23.3394
24.2238	23.6374	22.7875	22.4951	22.3100	22.2268
26.5850	25.2914	23.5479	22.2766	21.6168	21.1539
24.6201	23.9991	23.5159	23.3849	23.1098	23.2479
25.5384	24.5899	23.6761	23.3191	23.1138	22.9372
24.9552	23.1574	22.9666	22.7829	22.6905	22.4384
25.3544	24.5868	24.0159	23.8356	23.7386	23.5871
24.4695	24.1193	23.6732	23.4731	23.4375	23.0698
25.1106	24.6765	24.1096	24.0229	23.8172	23.8614
24.7705	24.4377	23.9096	23.1726	22.8382	22.6706
23.7268	22.9638	22.6689	22.5595	22.4960	22.6072
23.6613	23.4376	23.1317	22.4532	22.2632	22.1260
23.5759	22.6438	22.1962	21.9551	21.8784	21.7552
24.9278	24.6306	23.8721	23.5331	23.4668	23.5736
24.1765	23.8491	23.4275	22.6748	22.4222	22.2482
24.0249	23.4985	22.8035	22.6630	22.5499	22.3380
25.0350	24.6593	23.8430	23.5653	23.4576	23.0550
22.0344	21.2521	20.6872	20.4659	20.2903	20.3468
23.4337	23.2540	22.9285	22.3903	22.0459	21.8379
24.6798	23.7262	22.7146	21.5646	21.0936	20.8470
22.9773	22.4454	21.7423	21.5409	21.3808	21.2464
26.4937	25.1990	23.4230	22.2118	21.4176	20.9931
24.4769	23.9669	23.2914	23.0824	22.8905	22.5802
24.2212	23.5134	22.6694	21.9375	21.6457	21.5525
23.4098	23.2628	22.8818	22.5218	22.0454	21.8019
23.0199	22.1497	21.1701	20.7684	20.5302	20.3240
23.2177	22.4460	21.8680	21.5520	21.4058	21.2456
23.2627	22.9855	22.3041	22.0443	21.9906	21.6046
22.6895	22.0212	21.3311	21.1450	20.9394	20.9316
22.9810	21.4691	20.1359	19.5319	19.2396	19.0648
23.5579	22.9229	22.3672	22.1790	21.9821	21.9539
24.4347	23.3882	22.2573	21.6585	21.2549	21.0276
25.7849	23.9530	22.5290	21.4372	21.0239	20.6441
24.0719	23.8063	23.1130	22.8473	22.7663	22.4633
23.2933	22.8928	22.5962	22.4938	22.4577	22.4506
24.5120	23.5593	22.4412	21.5331	21.1572	21.0068
23.7078	23.5367	23.2077	22.6126	22.2670	22.0092
22.3027	21.8513	21.2567	21.2314	21.1048	21.2591
24.7656	24.4142	23.6123	23.1704	23.1015	22.8562
24.3561	24.1654	23.8516	23.2690	22.9149	22.6870
25.0337	23.6517	22.4186	21.8498	21.5356	21.3297
24.8519	24.5035	23.6596	23.2758	23.1869	23.0463
23.6869	23.0392	22.1340	21.8080	21.6288	21.6083
24.1475	23.6506	23.1671	22.7947	22.2572	22.1332
22.8702	22.1565	21.6657	21.4556	21.3666	21.2482
23.3671	22.5621	22.2112	21.9925	21.9517	21.6767
24.0347	23.4833	22.5947	22.2297	22.0622	21.7998
21.4232	20.5573	19.8723	19.5301	19.3637	19.1275
20.8107	20.1635	19.9540	19.8325	19.7974	19.6179
24.9306	23.9056	22.8979	22.3580	22.0479	21.7983
24.7174	24.2504	23.4168	23.0179	22.9105	22.7328
24.1727	22.4627	21.0467	20.4205	20.1417	19.9680
24.7893	24.3300	23.5522	22.8692	22.2109	21.7294
25.7279	23.7909	22.3005	21.4795	21.1356	20.9288
24.0235	22.7989	21.4630	20.7314	20.4076	20.1917
23.3919	23.2959	23.0084	22.8479	22.5295	22.9573
23.0177	22.4191	21.8763	21.3516	21.2220	21.7374
24.2138	23.2064	22.4397	22.1001	21.7061	21.7313
26.6927	25.3622	23.6287	22.4098	21.6955	21.4828
24.3875	24.3167	23.9828	23.5889	23.0917	23.0822
23.8105	23.7200	23.6989	23.5295	23.2686	23.3855
25.0328	24.7310	24.2262	23.4488	23.1943	23.0432
24.5067	24.3986	23.8846	23.4575	23.4021	23.5440
23.3924	23.2679	23.1370	22.8610	22.3608	22.2642
23.7715	23.3445	22.7347	22.6907	22.4493	22.4865
25.2488	23.4485	21.9605	20.6997	20.3098	20.1673
25.3788	24.7723	24.0489	23.3763	23.1581	23.0474
25.9635	24.8070	23.8689	22.7890	21.9156	21.2952
23.7481	23.6963	23.4070	23.3558	22.6321	23.4281
24.7982	24.1074	23.4943	23.2635	23.0907	23.1109
24.1362	23.9543	23.3869	22.7144	22.2089	22.1579
23.3165	23.1971	22.8707	22.3685	22.1374	21.9177
24.2290	23.8766	23.1953	22.5328	22.3784	22.2588
21.9378	21.7426	21.1231	20.9241	20.9172	20.6814
24.3419	23.9084	23.3628	21.9836	21.3008	21.0874
24.6651	24.3054	23.5782	23.1149	22.9957	22.8980
23.8584	23.6022	22.8915	22.6001	22.5592	22.4563
23.4105	23.1285	22.3447	22.0630	21.9862	21.8957
25.6653	24.7770	23.7207	23.2823	23.0820	22.9060
23.7394	23.7005	23.6857	23.3032	23.1384	23.0479
23.8561	23.7116	23.4090	22.7724	22.4163	22.3596
26.2015	25.6457	24.2817	23.1565	22.3937	21.9488
24.6276	24.4042	24.1046	23.4231	23.1446	23.2209
24.2282	23.5814	22.6671	22.2912	22.0412	22.1404
23.9069	23.7637	23.2302	22.7278	22.6315	22.9893
23.6222	23.4447	23.1508	22.5771	22.3103	22.1219
24.4860	24.1668	23.6092	22.8475	22.4610	22.1657
24.5598	24.4345	24.1043	23.5110	23.3737	23.5039
22.0177	21.4149	20.9569	20.7992	20.6397	20.7246
24.3661	24.2128	23.6454	23.0273	22.5449	22.3186
23.5892	23.0497	22.5981	22.4479	22.3387	21.9949
25.0492	24.9548	24.4995	24.0787	24.0024	23.8606
24.6186	24.3836	24.0317	23.5105	23.2793	23.5381
24.5375	24.3375	23.9994	23.3164	23.0553	23.1012
24.8177	23.9517	23.2359	22.9490	22.7943	22.7657
25.2636	25.1065	24.7308	23.8806	23.6368	23.7141
24.2442	24.0905	23.7340	23.4300	23.0560	22.9987
24.7695	24.4378	23.8382	23.6174	23.5604	23.6476
24.0030	23.9245	23.7550	23.4659	23.0313	22.8164
23.5554	22.9439	22.0443	21.1417	20.9035	20.8581
24.5243	23.7560	23.3427	23.1495	23.1121	23.0148
24.5784	24.2964	23.8153	23.1900	23.0305	23.0483
24.6267	24.2029	23.6605	22.8484	22.6143	22.5119
24.0360	23.9099	23.5329	22.9303	22.7653	22.8145
24.6772	24.1399	23.4612	23.2545	23.0980	23.0816
23.7201	23.6234	23.4120	23.1528	22.6867	22.5620
23.6189	23.1774	22.5944	21.8736	21.6838	21.5418
23.4009	22.5256	22.1651	21.9717	21.9094	21.9436
24.6712	23.9072	22.8109	21.7705	21.0237	20.7187
21.9065	21.4684	20.7745	20.3426	20.2121	20.0870
23.5025	22.8148	22.3161	22.1176	22.0327	22.0867
23.6773	23.2475	22.5666	22.0330	21.8777	21.8138
23.7716	23.4537	22.9606	22.2329	21.7393	21.5040
23.1772	23.0323	22.6759	22.1465	21.9282	22.1979
23.9657	23.7650	23.5294	23.0494	22.6516	22.6037
24.1209	23.7604	23.2347	22.5178	22.2832	22.1412
24.4569	24.0755	23.3433	23.0664	22.9953	22.8505
23.7880	23.2757	22.3819	21.5454	21.2414	21.0753
23.1544	21.7771	20.4563	19.9042	19.6272	19.4493
24.5445	24.0348	23.5108	23.4231	23.2273	23.4881
24.6758	24.3751	23.9261	23.4565	23.1007	22.9606
22.8409	22.0197	21.3162	21.0243	20.8754	20.8267
23.8803	23.4434	22.8759	22.0373	21.7910	21.4978
24.3555	24.1854	23.8402	23.2298	22.8457	22.7018
22.5577	22.0080	21.0750	20.5808	20.3730	20.1838
22.9069	22.3940	21.7904	20.9577	20.5284	20.2979
20.3049	20.3073	20.2079	19.9819	20.0513	20.1009
23.9631	23.7394	23.4499	22.7914	22.6238	22.5502
21.5737	20.8973	20.6784	20.4664	20.4337	20.3492
22.0527	21.4162	20.9987	20.8159	20.7637	20.7178
23.6011	23.4989	23.3340	22.7384	22.6102	22.7121
23.1046	22.4911	21.7902	20.8846	20.5770	20.6035
22.8284	22.3688	21.5203	21.1316	20.9546	20.7566
23.7959	23.0675	22.5320	22.2985	22.1899	22.2653
22.3141	21.0285	20.0289	19.5567	19.3194	19.1762
23.1740	21.6708	20.4704	19.8322	19.4611	19.3513
23.9743	22.5033	21.4186	20.8974	20.6551	20.5462
23.7972	23.5948	23.1128	22.5712	22.3930	22.4189
24.6871	24.3707	23.7303	23.1785	22.9928	23.0231
25.9562	24.6149	23.6183	23.1792	22.9929	22.9207
23.2250	22.5586	22.2747	22.0995	22.0758	22.4581
24.9286	23.5793	22.5160	22.0394	21.8276	21.6627
23.2448	22.5261	22.0052	21.8172	21.7312	21.8305
23.6482	23.3073	22.7762	22.5402	22.4672	22.6306
23.3658	22.9682	22.4317	21.5956	21.2731	21.0645
23.7105	23.5536	23.1582	22.5958	22.1826	22.0436
22.5204	20.9906	19.7514	19.2360	19.0129	18.8048
23.8210	23.5945	23.1723	22.5287	22.2153	22.0121
24.5124	23.5789	22.7487	22.3348	22.1010	21.9961
24.5520	23.8267	23.2611	23.1305	23.0411	23.0737
23.8308	23.6816	23.4824	22.9122	22.6629	22.6952
23.6421	23.5143	23.0148	22.5796	22.4837	22.4204
23.7983	23.8555	23.9397	23.6785	23.4820	23.3020
26.5275	24.8991	23.0621	21.8693	20.9985	21.3926
